member_id,name,state,party,chamber,district,govtrack_id,ideology_score_raw,ideology_score_norm,inverse_ideology_score
S259,John Reed,RI,D,senate,,300081,0.21123568709222315,0.21123568709222315,0.7887643129077768
S316,Sheldon Whitehouse,RI,D,senate,,412247,0.18829784687128628,0.18829784687128628,0.8117021531287137
C000537,Clyburn,SC,D,house,06,400075,0.3180497459692304,0.3180497459692304,0.6819502540307696
S293,Lindsey Graham,SC,R,senate,,300047,0.7468250562859058,0.7468250562859058,0.2531749437140942
M000194,Mace,SC,R,house,01,456843,0.7180421990333107,0.7180421990333107,0.2819578009666893
N000190,Norman,SC,R,house,05,412738,0.9034964435976452,0.9034964435976452,0.09650355640235475
S365,Tim Scott,SC,R,senate,,412471,0.8280759505823567,0.8280759505823567,0.17192404941764328
T000480,Timmons,SC,R,house,04,412815,0.7226563212593621,0.7226563212593621,0.2773436787406379
W000795,Wilson (SC),SC,R,house,02,400433,0.6975414391429522,0.6975414391429522,0.3024585608570478
S303,John Thune,SD,R,senate,,400546,0.7948271838730254,0.7948271838730254,0.20517281612697458
J000301,Johnson (SD),SD,R,house,00,412816,0.6828047209892609,0.6828047209892609,0.3171952790107391
S381,Mike Rounds,SD,R,senate,,412669,0.7705778994155679,0.7705778994155679,0.22942210058443213
S407,Bill Hagerty,TN,R,senate,,456798,0.8917288722159252,0.8917288722159252,0.10827112778407477
B001309,Burchett,TN,R,house,02,412817,0.7042414296426653,0.7042414296426653,0.29575857035733466
C001068,Cohen,TN,D,house,09,412236,0.19337924908752804,0.19337924908752804,0.806620750912472
D000616,DesJarlais,TN,R,house,04,412477,0.6879716485169262,0.6879716485169262,0.31202835148307384
F000459,Fleischmann,TN,R,house,03,412476,0.6995038272064179,0.6995038272064179,0.3004961727935821
H001086,Harshbarger,TN,R,house,01,456844,0.8163964553026791,0.8163964553026791,0.18360354469732088
K000392,Kustoff,TN,R,house,08,412724,0.6884352923655312,0.6884352923655312,0.31156470763446875
S396,Marsha Blackburn,TN,R,senate,,400032,0.9796469175649387,0.9796469175649387,0.020353082435061287
R000612,Rose,TN,R,house,06,412818,0.7561042131136921,0.7561042131136921,0.24389578688630786
A000375,Arrington,TX,R,house,19,412726,0.6581850296892038,0.6581850296892038,0.3418149703107962
B001291,Babin,TX,R,house,36,412655,0.9003216918266302,0.9003216918266302,0.09967830817336976
C001051,Carter (TX),TX,R,house,31,400068,0.6240844620452689,0.6240844620452689,0.3759155379547311
C001091,Castro (TX),TX,D,house,20,412576,0.2533866649825481,0.2533866649825481,0.746613335017452
C001115,Cloud,TX,R,house,27,412746,0.7423507769057828,0.7423507769057828,0.25764922309421723
C001120,Crenshaw,TX,R,house,02,412820,0.816185839285008,0.816185839285008,0.18381416071499201
C001063,Cuellar,TX,D,house,28,400657,0.5149846077694705,0.5149846077694705,0.4850153922305295
D000399,Doggett,TX,D,house,37,400111,0.23101494263433564,0.23101494263433564,0.7689850573656644
E000299,Escobar,TX,D,house,16,412825,0.22827405135609236,0.22827405135609236,0.7717259486439076
F000246,Fallon,TX,R,house,04,456845,0.7561650014815785,0.7561650014815785,0.2438349985184215
F000468,Fletcher,TX,D,house,07,412824,0.25637727739743293,0.25637727739743293,0.7436227226025671
G000587,Garcia (TX),TX,D,house,29,412827,0.17200386577686,0.17200386577686,0.82799613422314
G000581,"Gonzalez, Vicente",TX,D,house,34,412725,0.4408938641209033,0.4408938641209033,0.5591061358790967
G000589,Gooden (TX),TX,R,house,05,412822,0.7671704878251002,0.7671704878251002,0.23282951217489978
G000553,"Green, Al (TX)",TX,D,house,09,400653,0.19376641843730458,0.19376641843730458,0.8062335815626954
J000304,Jackson,TX,R,house,13,456847,0.8312251448249741,0.8312251448249741,0.16877485517502588
S287,John Cornyn,TX,R,senate,,300027,0.8369976283609908,0.8369976283609908,0.1630023716390092
M001157,McCaul,TX,R,house,10,400654,0.6242838719564614,0.6242838719564614,0.3757161280435386
N000026,Nehls,TX,R,house,22,456848,0.7825520262964218,0.7825520262964218,0.21744797370357816
P000048,Pfluger,TX,R,house,11,456846,0.8002020551528705,0.8002020551528705,0.19979794484712954
R000614,Roy,TX,R,house,21,412826,0.7193111913016146,0.7193111913016146,0.2806888086983854
S000250,Sessions,TX,R,house,17,400367,0.7843764544705321,0.7843764544705321,0.21562354552946794
S355,Ted Cruz,TX,R,senate,,412573,0.941046342909978,0.941046342909978,0.05895365709002198
V000134,Van Duyne,TX,R,house,24,456850,0.7477369810307961,0.7477369810307961,0.2522630189692039
V000131,Veasey,TX,D,house,33,412579,0.3319526084684609,0.3319526084684609,0.668047391531539
W000814,Weber (TX),TX,R,house,14,412574,1.0,1.0,0.0
W000816,Williams (TX),TX,R,house,25,412578,0.7769796817616844,0.7769796817616844,0.22302031823831558
C001114,Curtis,UT,R,house,03,412740,0.618417542708895,0.618417542708895,0.38158245729110496
S346,Mike Lee,UT,R,senate,,412495,0.8719528945232972,0.8719528945232972,0.12804710547670284
M001213,Moore (UT),UT,R,house,01,456851,0.6497495983878471,0.6497495983878471,0.35025040161215293
O000086,Owens,UT,R,house,04,456852,0.7690614782973173,0.7690614782973173,0.2309385217026827
B001292,Beyer,VA,D,house,08,412657,0.2161674665883196,0.2161674665883196,0.7838325334116805
C001118,Cline,VA,R,house,06,412832,0.8139982696585882,0.8139982696585882,0.18600173034141176
G000568,Griffith,VA,R,house,09,412485,0.5987248443340407,0.5987248443340407,0.4012751556659593
S327,Mark Warner,VA,D,senate,,412321,0.4166560292560938,0.4166560292560938,0.5833439707439062
S000185,Scott (VA),VA,D,house,03,400364,0.25418233583167005,0.25418233583167005,0.74581766416833
S362,Timothy Kaine,VA,D,senate,,412582,0.29486443439381144,0.29486443439381144,0.7051355656061886
W000804,Wittman,VA,R,house,01,412255,0.6864832894280494,0.6864832894280494,0.31351671057195063
S313,Bernard Sanders,VT,I,senate,,400357,0.0,0.0,1.0
W000800,Welch,VT,D,house,00,412239,0.15994510703574977,0.15994510703574977,0.8400548929642502
D000617,DelBene,WA,D,house,01,412505,0.26203864463072246,0.26203864463072246,0.7379613553692775
J000298,Jayapal,WA,D,house,07,412730,0.11672013545729598,0.11672013545729598,0.883279864542704
L000560,Larsen (WA),WA,D,house,02,400232,0.2832973992427649,0.2832973992427649,0.716702600757235
S275,Maria Cantwell,WA,D,senate,,300018,0.33477768133043573,0.33477768133043573,0.6652223186695643
N000189,Newhouse,WA,R,house,04,412660,0.7146203618630974,0.7146203618630974,0.2853796381369026
S229,Patty Murray,WA,D,senate,,300076,0.22623836618481305,0.22623836618481305,0.7737616338151869
S001216,Schrier,WA,D,house,08,412835,0.38014265525795743,0.38014265525795743,0.6198573447420426
S000510,Smith (WA),WA,D,house,09,400379,0.1914124420812226,0.1914124420812226,0.8085875579187773
S001159,Strickland,WA,D,house,10,456854,0.24847255358761103,0.24847255358761103,0.751527446412389
F000471,Fitzgerald,WI,R,house,05,456855,0.6941362789729407,0.6941362789729407,0.3058637210270593
G000576,Grothman,WI,R,house,06,412661,0.8241107854505043,0.8241107854505043,0.1758892145494957
M001160,Moore (WI),WI,D,house,04,400661,0.17144747832249008,0.17144747832249008,0.8285525216775099
P000607,Pocan,WI,D,house,02,412585,0.171391912340956,0.171391912340956,0.828608087659044
S345,Ron Johnson,WI,R,senate,,412496,0.7717256712785879,0.7717256712785879,0.22827432872141207
S001213,Steil,WI,R,house,01,412836,0.6192513153489663,0.6192513153489663,0.38074868465103373
S354,Tammy Baldwin,WI,D,senate,,400013,0.2156181913862964,0.2156181913862964,0.7843818086137035
T000165,Tiffany,WI,R,house,07,456791,0.794092317649429,0.794092317649429,0.205907682350571
M001205,Miller (WV),WV,R,house,01,412837,0.7025594126700854,0.7025594126700854,0.29744058732991463
S372,Shelley Capito,WV,R,senate,,400061,0.7339199536762288,0.7339199536762288,0.26608004632377125
S410,Cynthia Lummis,WY,R,senate,,412294,0.9151193238195948,0.9151193238195948,0.08488067618040518
S317,John Barrasso,WY,R,senate,,412251,0.8626290366011858,0.8626290366011858,0.13737096339881416
